Client Product Type,Client Attribute,Client Attribute Value,Comments,Expression,PT_a,AT_a,VA_a,PT_b,AT_b,VA_b,PT_c,AT_c,VA_c,PT_d,AT_d,VA_d,PT_e,AT_e,VA_e,PT_f,AT_f,VA_f,Rev_AT_a,Rev_VA_a,Rev_AT_b,Rev_VA_b,Rev_AT_c,Rev_VA_c,Rev_AT_d,Rev_VA_d
Dresses,Design Details,Knot,Done,a,,DesignDetailsUW,knot,,,,,,,,,,,,,,,,DesignDetailsUW,knot,,,,,,
Dresses,Design Details,Lace Details,Done,a,,DesignDetailsUW,lace,,,,,,,,,,,,,,,,DesignDetailsUW,lace,,,,,,
Dresses,Design Details,Pompoms / Tassels,Done,a,,DesignDetailsUW,pompoms_tassels,,,,,,,,,,,,,,,,DesignDetailsUW,pompoms_tassels,,,,,,
Dresses,Design Details,Ruched,Done,a,,DesignDetailsUW,ruched,,,,,,,,,,,,,,,,DesignDetailsUW,ruched,,,,,,
Dresses,Design Details,Others,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dresses,Closure,Button,Done,a,,ClosureType,button,,,,,,,,,,,,,,,,ClosureType,button,,,,,,
Dresses,Closure,Zipper,Done,a,,ClosureType,zipper,,,,,,,,,,,,,,,,ClosureType,zipper,,,,,,
Dresses,Closure,Others,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dresses,Occasion,Active & Lounge Wear,Done,a,,ST_Occasion,Active & Lounge Wear,,,,,,,,,,,,,,,,OccasionDressWomen,officewear,,,,,,
Dresses,Occasion,Bridesmaid,Done,a,,ST_Occasion,Bridesmaid,,,,,,,,,,,,,,,,OccasionDressWomen,alldaywear,,,,,,
Dresses,Occasion,Date Night,Done,a,,ST_Occasion,Date Night,,,,,,,,,,,,,,,,OccasionDressWomen,holiday,,,,,,
Dresses,Occasion,Brunch/Elevated Daytime,Done,a,,ST_Occasion,Elevated Daytime,,,,,,,,,,,,,,,,OccasionDressWomen,brunch,,,,,,
Dresses,Occasion,All Day Wear,Done,a,,ST_Occasion,Everyday,,,,,,,,,,,,,,,,OccasionDressWomen,party,,,,,,
Dresses,Occasion,Bride,Done,a,,ST_Occasion,For_The_Bride,,,,,,,,,,,,,,,,OccasionDressWomen,cocktail_party,,,,,,
Dresses,Occasion,Party,,a,,ST_Occasion,Party,,,,,,,,,,,,,,,,,,,,,,,
Dresses,Occasion,Vacation,,a,,ST_Occasion,Vacation,,,,,,,,,,,,,,,,,,,,,,,
Dresses,Occasion,Wedding Guest,,a,,ST_Occasion,Wedding Guest,,,,,,,,,,,,,,,,,,,,,,,
Dresses,Occasion,Workwear,,a,,ST_Occasion,Workwear,,,,,,,,,,,,,,,,,,,,,,,
Dresses,Occasion,Others,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dresses,Event,Big Event,,a,,MainEventUW,Big Event,,,,,,,,,,,,,,,,,,,,,,,
Dresses,Event,Small Event,,a,,MainEventUW,Small Event,,,,,,,,,,,,,,,,,,,,,,,
Dresses,Event,Business Casual,,a,,MainEventUW,Business Casual,,,,,,,,,,,,,,,,,,,,,,,
Dresses,Event,Business Formal,,a,,MainEventUW,Business Formal,,,,,,,,,,,,,,,,,,,,,,,
Dresses,Event,Weekend Casual,,a,,MainEventUW,Weekend Casual,,,,,,,,,,,,,,,,,,,,,,,
Dresses,Event,Others,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dresses,Gender,Women,Done,a,dress,Gender,women,,,,,,,,,,,,,,,,Gender,women,,,,,,
Dresses,Gender,Men,Done,a,dress,Gender,men,,,,,,,,,,,,,,,,Gender,men,,,,,,
Jumpsuits,Event,Big Event,,a,,MainEventUW,Big Event,,,,,,,,,,,,,,,,,,,,,,,
Jumpsuits,Event,Small Event,,a,,MainEventUW,Small Event,,,,,,,,,,,,,,,,,,,,,,,
Jumpsuits,Event,Business Casual,,a,,MainEventUW,Business Casual,,,,,,,,,,,,,,,,,,,,,,,
Jumpsuits,Event,Business Formal,,a,,MainEventUW,Business Formal,,,,,,,,,,,,,,,,,,,,,,,
Jumpsuits,Event,Weekend Casual,,a,,MainEventUW,Weekend Casual,,,,,,,,,,,,,,,,,,,,,,,
Jumpsuits,Event,Others,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jumpsuits,Occasion,Active & Lounge Wear,Done,a,,ST_Occasion,Active & Lounge Wear,,,,,,,,,,,,,,,,,,,,,,,
Jumpsuits,Occasion,Date Night,Done,a,,ST_Occasion,Date Night,,,,,,,,,,,,,,,,,,,,,,,
Jumpsuits,Occasion,Brunch/Elevated Daytime,Done,a,,ST_Occasion,Elevated Daytime,,,,,,,,,,,,,,,,,,,,,,,
Jumpsuits,Occasion,All Day Wear,Done,a,,ST_Occasion,Everyday,,,,,,,,,,,,,,,,,,,,,,,
Jumpsuits,Occasion,Bride,Done,a,,ST_Occasion,For_The_Bride,,,,,,,,,,,,,,,,,,,,,,,
Jumpsuits,Occasion,Party,,a,,ST_Occasion,Party,,,,,,,,,,,,,,,,,,,,,,,
Jumpsuits,Occasion,Vacation,,a,,ST_Occasion,Vacation,,,,,,,,,,,,,,,,,,,,,,,
Jumpsuits,Occasion,Wedding Guest,,a,,ST_Occasion,Wedding Guest,,,,,,,,,,,,,,,,,,,,,,,
Jumpsuits,Occasion,Workwear,,a,,ST_Occasion,Workwear,,,,,,,,,,,,,,,,,,,,,,,
Jumpsuits,Occasion,Others,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jumpsuits,Primary Pattern,Plain,Done,a,,L1patternuw,Plain,,,,,,,,,,,,,,,,UWPatternL1,plain,,,,,,
Jumpsuits,Primary Pattern,Print,Done,a,,L1patternuw,Print,,,,,,,,,,,,,,,,UWPatternL1,print,,,,,,
Jumpsuits,Secondary Pattern,Animal Print,Done,a and b and c,,L2printuw,Retro_prints,,L1patternuw,Print,,L3Pattern_RetroPrint,Animal Print,,,,,,,,,,UWPrintL2,animal_print,,,,,,
Jumpsuits,Secondary Pattern,Argyle,Done,a and b and c,,L2printuw,Lines,,L1patternuw,Print,,L3Pattern_Lines,Argyle,,,,,,,,,,UWGeometricL2,argyle,,,,,,
Jumpsuits,Secondary Pattern,Aztec,Done,a and b and c,,L2printuw,EthnicPrints,,L1patternuw,Print,,L3EthnicPrint,Aztec,,,,,,,,,,UWGeometricL2,aztec,,,,,,
Jumpsuits,Secondary Pattern,Abstract,,a and b and c,,L2printuw,EthnicPrints,,L1patternuw,Print,,L3EthnicPrint,Abstract,,,,,,,,,,,,,,,,,
Jumpsuits,Secondary Pattern,Camouflage,Done,a and b and c,,L2printuw,Retro_prints,,L1patternuw,Print,,L3Pattern_RetroPrint,Camouflage,,,,,,,,,,UWPrintL2,camouflage,,,,,,
Jumpsuits,Secondary Pattern,Check,Done,a and b and c,,L2printuw,Lines,,L1patternuw,Print,,L3Pattern_Lines,Check,,,,,,,,,,UWGeometricL2,check,,,,,,
Jumpsuits,Secondary Pattern,Chevron,Done,a and b and c,,L2printuw,Lines,,L1patternuw,Print,,L3Pattern_Lines,Chevron,,,,,,,,,,UWGeometricL2,chevron,,,,,,
Jumpsuits,Secondary Pattern,Colorblock,Done,a and b and c,,L2plainuw,Solid_colorblock,,L1patternuw,Plain,,L3Pattern_SolidCb,Colorblock,,,,,,,,,,UWPlainL2,colorblock,,,,,,
Jumpsuits,Secondary Pattern,Ethnic Print,Done,a and b and c,,L2printuw,EthnicPrints,,L1patternuw,Print,,L3EthnicPrint,Ethnic Prints,,,,,,,,,,UWPrintL2,ethnic_prints,,,,,,
Jumpsuits,Secondary Pattern,Floral,Done,a and b and c,,L2printuw,Floral_tropical,,L1patternuw,Print,,L3Patternuw_FloralTropical,Floral,,,,,,,,,,UWPrintL2,floral,,,,,,
Jumpsuits,Secondary Pattern,Geometric Print,Done,a and b and c,,L2printuw,Lines,,L1patternuw,Print,,L3Pattern_Lines,Geometric,,,,,,,,,,UWGeometricL2,geometric,,,,,,
Jumpsuits,Secondary Pattern,Graphic,Done,a and b and c,,L2printuw,Block_typography,,L1patternuw,Print,,L3Pattern_BlockTypography,Block Graphic,,,,,,,,,,UWPrintL2,graphic/text,,,,,,
Jumpsuits,Secondary Pattern,Graphic Text,,a and b and c,,L2printuw,Block_typography,,L1patternuw,Print,,L3Pattern_BlockTypography,Typography,,,,,,,,,,,,,,,,,
Jumpsuits,Secondary Pattern,Houndstooth,Done,a and b and c,,L2printuw,Lines,,L1patternuw,Print,,L3Pattern_Lines,Houndstooth,,,,,,,,,,UWGeometricL2,houndstooth,,,,,,
Jumpsuits,Secondary Pattern,Polka Dots,Done,a and b and c,,L2printuw,Lines,,L1patternuw,Print,,L3Pattern_Lines,Polka Dots,,,,,,,,,,UWGeometricL2,polka_dots,,,,,,
Jumpsuits,Secondary Pattern,Solid,Done,a and b and c,,L2plainuw,Solid_colorblock,,L1patternuw,Plain,,L3Pattern_SolidCb,Solid,,,,,,,,,,UWPlainL2,solid,,,,,,
Jumpsuits,Secondary Pattern,Stripe,Done,a and b and c,,L2printuw,Lines,,L1patternuw,Print,,L3Pattern_Lines,Stripe,,,,,,,,,,UWGeometricL2,stripe,,,,,,
Jumpsuits,Secondary Pattern,Texture,Done,a and b and c,,L2plainuw,Texture,,L1patternuw,Plain,,L3Pattern_Texture,Texture,,,,,,,,,,UWPlainL2,texture,,,,,,
Jumpsuits,Secondary Pattern,Tie and Dye,Done,a and b and c,,L2plainuw,Ombre_tiedye,,L1patternuw,Plain,,L3Patternuw_Ombretiedye,Tie and Dye,,,,,,,,,,UWPrintL2,tie_and_dye,,,,,,
Jumpsuits,Secondary Pattern,Ombre,,a and b and c,,L2plainuw,Ombre_tiedye,,L1patternuw,Plain,,L3Patternuw_Ombretiedye,Ombre,,,,,,,,,,,,,,,,,
Jumpsuits,Secondary Pattern,Tropical,Done,a and b and c,,L2printuw,Floral_tropical,,L1patternuw,Print,,L3Patternuw_FloralTropical,Tropical,,,,,,,,,,UWPrintL2,tropical,,,,,,
Jumpsuits,Secondary Pattern,Lace,Done,a and b and c,,L2plainuw,Texture,,L1patternuw,Plain,,L3Pattern_Texture,Lace,,,,,,,,,,IsLaceSequin,lace,,,,,,
Jumpsuits,Secondary Pattern,Paisley,Done,a and b and c,,L2printuw,EthnicPrints,,L1patternuw,Print,,L3EthnicPrint,Paisley,,,,,,,,,,IsPaisley,paisley,,,,,,
Jumpsuits,Secondary Pattern,Spot Objects,,a and b and c,,L2printuw,EthnicPrints,,L1patternuw,Print,,L3EthnicPrint,Spot Objects,,,,,,,,,,,,,,,,,
Jumpsuits,Secondary Pattern,Sequin,Done,a and b and c,,L2plainuw,Texture,,L1patternuw,Plain,,L3Pattern_Texture,Sequin,,,,,,,,,,IsLaceSequin,sequin,,,,,,
Jumpsuits,Secondary Pattern,Others,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jumpsuits,Pattern Style,Leopard/Cheetah Print,Done,a and b and c and d,,PatternAnimalPrint,leopard,,L2printuw,Retro_prints,,L1patternuw,Print,,L3Pattern_RetroPrint,Animal Print,,,,,,,PatternAnimalPrint,leopard,,,,,,
Jumpsuits,Pattern Style,Snake Print,Done,a and b and c and d,,PatternAnimalPrint,snake,,L2printuw,Retro_prints,,L1patternuw,Print,,L3Pattern_RetroPrint,Animal Print,,,,,,,PatternAnimalPrint,snake,,,,,,
Jumpsuits,Pattern Style,Cow Print,Done,a and b and c and d,,PatternAnimalPrint,cow,,L2printuw,Retro_prints,,L1patternuw,Print,,L3Pattern_RetroPrint,Animal Print,,,,,,,PatternAnimalPrint,cow,,,,,,
Jumpsuits,Pattern Style,Tiger Print,Done,a and b and c and d,,PatternAnimalPrint,tiger,,L2printuw,Retro_prints,,L1patternuw,Print,,L3Pattern_RetroPrint,Animal Print,,,,,,,PatternAnimalPrint,tiger,,,,,,
Jumpsuits,Pattern Style,Zebra Print,Done,a and b and c and d,,PatternAnimalPrint,zebra,,L2printuw,Retro_prints,,L1patternuw,Print,,L3Pattern_RetroPrint,Animal Print,,,,,,,PatternAnimalPrint,zebra,,,,,,
Jumpsuits,Pattern Style,Gingham Checks,Done,a and b and c and d,,CheckStyle,gingham,,L2printuw,Lines,,L1patternuw,Print,,L3Pattern_Lines,Check,,,,,,,CheckStyle,gingham,,,,,,
Jumpsuits,Pattern Style,Tattersall/Windowpane Checks,Done,a and b and c and d,,CheckStyle,windowpane,,L2printuw,Lines,,L1patternuw,Print,,L3Pattern_Lines,Check,,,,,,,CheckStyle,windowpane,,,,,,
Jumpsuits,Pattern Style,Plaid Checks,Done,a and b and c and d,,CheckStyle,plaid,,L2printuw,Lines,,L1patternuw,Print,,L3Pattern_Lines,Check,,,,,,,CheckStyle,plaid,,,,,,
Jumpsuits,Pattern Style,Plain Checks,Done,a and b and c and d,,CheckStyle,regular,,L2printuw,Lines,,L1patternuw,Print,,L3Pattern_Lines,Check,,,,,,,CheckStyle,regular,,,,,,
Jumpsuits,Pattern Style,Candy Stripes,Done,a and b and c and d,,isCandy,candy,,L2printuw,Lines,,L1patternuw,Print,,L3Pattern_Lines,Stripe,,,,,,,isCandy,candy,,,,,,
Jumpsuits,Pattern Style,Pin/Pencil Stripes,Done,a and b and c and d,,StripeStyle,thin,,L2printuw,Lines,,L1patternuw,Print,,L3Pattern_Lines,Stripe,,,,,,,StripeStyle,thin,,,,,,
Jumpsuits,Pattern Style,Bengal/Awning Stripes,Done,a and b and c and d,,StripeStyle,bengal,,L2printuw,Lines,,L1patternuw,Print,,L3Pattern_Lines,Stripe,,,,,,,StripeStyle,bengal,,,,,,
Jumpsuits,Pattern Style,Barcode Stripes,Done,a and b and c and d,,StripeStyle,barcode,,L2printuw,Lines,,L1patternuw,Print,,L3Pattern_Lines,Stripe,,,,,,,StripeStyle,barcode,,,,,,
Jumpsuits,Pattern Style,Broad Stripes,Done,a and b and c and d,,StripeStyle,broad,,L2printuw,Lines,,L1patternuw,Print,,L3Pattern_Lines,Stripe,,,,,,,StripeStyle,broad,,,,,,
Jumpsuits,Pattern Style,Others,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jumpsuits,Sleeve Length,Sleeveless,Done,(a and b) or (c and d),,SleeveLength_Garment,Sleeveless,,Buyma_GarmentType,Garment,,Buyma_GarmentType,Model,,SleeveLength_Model,Sleeveless,,,,,,,SleeveLength,sleeveless,,,,,,
Jumpsuits,Sleeve Length,Short Sleeve,Done,(a and b) or (c and d),,SleeveLength_Garment,Short,,Buyma_GarmentType,Garment,,Buyma_GarmentType,Model,,SleeveLength_Model,Short,,,,,,,SleeveLength,short,,,,,,
Jumpsuits,Sleeve Length,Cap Sleeve,,(a and b) or (c and d),,SleeveLength_Garment,Cap,,Buyma_GarmentType,Garment,,Buyma_GarmentType,Model,,SleeveLength_Model,Cap,,,,,,,,,,,,,,
Jumpsuits,Sleeve Length,3-4th Sleeve,Done,(a and b) or (c and d),,SleeveLength_Garment,3_4Th,,Buyma_GarmentType,Garment,,Buyma_GarmentType,Model,,SleeveLength_Model,3_4Th,,,,,,,SleeveLength,3_4th,,,,,,
Jumpsuits,Sleeve Length,Long Sleeve,Done,(a and b) or (c and d),,SleeveLength_Garment,Full,,Buyma_GarmentType,Garment,,Buyma_GarmentType,Model,,SleeveLength_Model,Full,,,,,,,SleeveLength,full,,,,,,
Jumpsuits,Sleeve Length,Elbow Sleeve,,a and b,,Buyma_GarmentType,Model,,SleeveLength_Model,Elbow,,,,,,,,,,,,,,,,,,,,
Jumpsuits,Sleeve Length,Others,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jumpsuits,Color Tone,Bright,Done,a and (not b),,ColorTone,Bright,,IsNeon,Neon,,,,,,,,,,,,,ColorTone,Bright,,,,,,
Jumpsuits,Color Tone,Dark,Done,a,,ColorTone,Dark,,,,,,,,,,,,,,,,ColorTone,Dark,,,,,,
Jumpsuits,Color Tone,Neutral,Done,a and (not b),,ColorTone,Neutral,,IsMetallic,Metallic,,,,,,,,,,,,,ColorTone,Neutral,,,,,,
Jumpsuits,Color Tone,Pastel,Done,a,,ColorTone,Pastel,,,,,,,,,,,,,,,,ColorTone,Pastel,,,,,,
Jumpsuits,Color Tone,Neon,Done,a and b,,IsNeon,Neon,,ColorTone,Bright,,,,,,,,,,,,,IsNeon,Neon,,,,,,
Jumpsuits,Color Tone,Metallic,Done,a and b,,IsMetallic,Metallic,,ColorTone,Neutral,,,,,,,,,,,,,IsMetallic,Metallic,,,,,,
Jumpsuits,Color Tone,Others,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jumpsuits,Strap Type,Halter,Done,a and ((b and c) or (d and e)),,Strap_Type,Halter,,SleeveLength_Garment,Sleeveless,,Buyma_GarmentType,Garment,,Buyma_GarmentType,Model,,SleeveLength_Model,Sleeveless,,,,Strap_Type,Halter,,,,,,
Jumpsuits,Strap Type,Spaghetti ,Done,a and ((b and c) or (d and e)),,Strap_Type,Spaghetti_Strap,,SleeveLength_Garment,Sleeveless,,Buyma_GarmentType,Garment,,Buyma_GarmentType,Model,,SleeveLength_Model,Sleeveless,,,,Strap_Type,Spaghetti_Strap,,,,,,
Jumpsuits,Strap Type,Strapless,Done,a and ((b and c) or (d and e)),,Strap_Type,Strapless,,SleeveLength_Garment,Sleeveless,,Buyma_GarmentType,Garment,,Buyma_GarmentType,Model,,SleeveLength_Model,Sleeveless,,,,Strap_Type,Strapless,,,,,,
Jumpsuits,Strap Type,Wide Strap,Done,a and ((b and c) or (d and e)),,Strap_Type,Wide_Strap,,SleeveLength_Garment,Sleeveless,,Buyma_GarmentType,Garment,,Buyma_GarmentType,Model,,SleeveLength_Model,Sleeveless,,,,Strap_Type,Wide_Strap,,,,,,
Jumpsuits,Strap Type,One Shoulder,Done,a and ((b and c) or (d and e)),,Strap_Type,One_Shoulder,,SleeveLength_Garment,Sleeveless,,Buyma_GarmentType,Garment,,Buyma_GarmentType,Model,,SleeveLength_Model,Sleeveless,,,,Strap_Type,One_Shoulder,,,,,,
Jumpsuits,Strap Type,Others,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jumpsuits,Sleeve Style,Bell/Flounce,Done,((a and b) or (c and d)) and e,,SleeveLength_Garment,"3_4Th,Full",,Buyma_GarmentType,Garment,,Buyma_GarmentType,Model,,SleeveLength_Model,"3_4Th,Full",,SleeveStyle_long,bell_flounce,,,,SleeveStyle_long,bell_flounce,,,,,,
Jumpsuits,Sleeve Style,Bishop,Done,((a and b) or (c and d)) and e,,SleeveLength_Garment,"3_4Th,Full",,Buyma_GarmentType,Garment,,Buyma_GarmentType,Model,,SleeveLength_Model,"3_4Th,Full",,SleeveStyle_long,bishop,,,,SleeveStyle_long,bishop,,,,,,
Jumpsuits,Sleeve Style,Leg Of Mutton,Done,((a and b) or (c and d)) and e,,SleeveLength_Garment,"3_4Th,Full",,Buyma_GarmentType,Garment,,Buyma_GarmentType,Model,,SleeveLength_Model,"3_4Th,Full",,SleeveStyle_long,leg_of_mutton,,,,SleeveStyle_long,leg_of_mutton,,,,,,
Jumpsuits,Sleeve Style,Flared/Flutter,Done,((a and b) or (c and d)) and e,,SleeveLength_Garment,Sleeveless,,Buyma_GarmentType,Garment,,Buyma_GarmentType,Model,,SleeveLength_Model,Sleeveless,,SleeveStyle_short,flared_flutter,,,,SleeveStyle_short,flared_flutter,,,,,,
Jumpsuits,Sleeve Style,Puff,Done,((a and b) or (c and d)) and e,,SleeveLength_Garment,Short,,Buyma_GarmentType,Garment,,Buyma_GarmentType,Model,,SleeveLength_Model,Short,,SleeveStyle_short,puff,,,,SleeveStyle_short,puff,,,,,,
Jumpsuits,Sleeve Style,Regular,Done,((a and b) or (c and d)) and (not e) and (not f),,SleeveLength_Garment,"3_4Th,Full,Short",,Buyma_GarmentType,Garment,,Buyma_GarmentType,Model,,SleeveLength_Model,"3_4Th,Full,Short",,SleeveStyle_long,"bell_flounce,bishop,leg_of_mutton",,SleeveStyle_short,"flared_flutter,puff",SleeveLength,"full,short,3_4th",,,,,,
Jumpsuits,Sleeve Style,Others,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jumpsuits,Neckline,Boatneck Bateau,Done,a and b,,NecklineL1_Classifier,Round_Neck,,NecklineL2,boatneck,,,,,,,,,,,,,NecklineL2,boatneck,NecklineL1,round_neck,,,,
Jumpsuits,Neckline,Collared,Done,a,,NecklineL1_Classifier,Collared,,,,,,,,,,,,,,,,NecklineL1,collared,,,,,,
Jumpsuits,Neckline,Cowl,Done,a,,NecklineL1_Classifier,Cowl,,,,,,,,,,,,,,,,NecklineL1,cowl,,,,,,
Jumpsuits,Neckline,Crewneck,Done,a and b,,NecklineL1_Classifier,Round_Neck,,NecklineL2,crew_neck,,,,,,,,,,,,,NecklineL2,crew_neck,NecklineL1,round_neck,,,,
Jumpsuits,Neckline,Highneck,Done,a,,NecklineL1_Classifier,High_Neck,,,,,,,,,,,,,,,,NecklineL1,highneck,,,,,,
Jumpsuits,Neckline,Hooded,Done,a,,NecklineL1_Classifier,Hooded,,,,,,,,,,,,,,,,NecklineL1,hooded,,,,,,
Jumpsuits,Neckline,Off Shoulder,Done,a,,NecklineL1_Classifier,Off_Shoulder,,,,,,,,,,,,,,,,NecklineL1,off_shoulder,,,,,,
Jumpsuits,Neckline,One Shoulder,Done,a,,NecklineL1_Classifier,One_Shoulder,,,,,,,,,,,,,,,,NecklineL1,one_shoulder,,,,,,
Jumpsuits,Neckline,Plunge Neck,Done,a and b,,NecklineL1_Classifier,V_Neck,,PlungeNeckline,Plunge,,,,,,,,,,,,,PlungeNeckline,Plunge,NecklineL1,v_neck,,,,
Jumpsuits,Neckline,Scoop Neck,Done,a and b,,NecklineL1_Classifier,Round_Neck,,NecklineL2,scoop_neck,,,,,,,,,,,,,NecklineL2,scoop_neck,NecklineL1,round_neck,,,,
Jumpsuits,Neckline,Square Neck,Done,a,,NecklineL1_Classifier,Square_Neck,,,,,,,,,,,,,,,,NecklineL1,square_neck,,,,,,
Jumpsuits,Neckline,Strapless,Done,a,,NecklineL1_Classifier,Strapless,,,,,,,,,,,,,,,,NecklineL1,strapless,,,,,,
Jumpsuits,Neckline,Sweetheart Neck,Done,a and b,,NecklineL1_Classifier,"V_Neck,Strapless",,SweetheartNeckline,Sweetheart,,,,,,,,,,,,,SweetheartNeckline,Sweetheart,NecklineL1,"v_neck, strapless",,,,
Jumpsuits,Neckline,V Neck,Done,a,,NecklineL1_Classifier,V_Neck,,,,,,,,,,,,,,,,NecklineL1,v_neck,,,,,,
Jumpsuits,Neckline,Split Neck,Done,a and b,,NecklineL1_Classifier,"V_Neck,Round_Neck,High_Neck",,SplitNeckline,Split_neck,,,,,,,,,,,,,SplitNeckline,Split_neck,,,,,,
Jumpsuits,Neckline,Others,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jumpsuits,Neckline Detail,Halter,Done,a and ((b and c) or (d and e)),,NecklineDetails,Halter,,SleeveLength_Garment,Sleeveless,,Buyma_GarmentType,Garment,,Buyma_GarmentType,Model,,SleeveLength_Model,Sleeveless,,,,NecklineDetails,Halter,,,,,,
Jumpsuits,Neckline Detail,Keyhole,Done,a,,NecklineDetails,Keyhole,,,,,,,,,,,,,,,,NecklineDetails,Keyhole,,,,,,
Jumpsuits,Neckline Detail,Tie Neck,Done,a and b,,NecklineDetails,Tie_neck,,NecklineL1_Classifier,"High_Neck,Collared,V_Neck",,,,,,,,,,,,,NecklineDetails,Tie_neck,,,,,,
Jumpsuits,Neckline Detail,Quarter Zip,Done,a,,NecklineDetails,Quarter_zip,,,,,,,,,,,,,,,,NecklineDetails,Quarter_zip,,,,,,
Jumpsuits,Neckline Detail,Mock Neck,Done,a and b,,NecklineL1_Classifier,High_Neck,,IsMockNeck,mock_neck,,,,,,,,,,,,,IsMockNeck,mock_neck,,,,,,
Jumpsuits,Neckline Detail,Turtle Neck,Done,a and b and (not c),,NecklineL1_Classifier,High_Neck,,IsTurtleNeck,turtleneck,,IsMockNeck,mock_neck,,,,,,,,,,IsTurtleNeck,turtleneck,,,,,,
Jumpsuits,Neckline Detail,Others,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jumpsuits,Design Details,Crisscross / Lace Up,Done,a,,DesignDetailsUW,crisscross_lace-up,,,,,,,,,,,,,,,,DesignDetailsUW,crisscross_lace-up,,,,,,
Jumpsuits,Design Details,Cutout,Done,a,,DesignDetailsUW,cutout,,,,,,,,,,,,,,,,DesignDetailsUW,cutout,,,,,,
Jumpsuits,Design Details,Frills / Ruffle,Done,a,,DesignDetailsUW,frills_ruffle,,,,,,,,,,,,,,,,DesignDetailsUW,frills_ruffle,,,,,,
Jumpsuits,Design Details,Fringes,Done,a,,DesignDetailsUW,fringes,,,,,,,,,,,,,,,,DesignDetailsUW,fringes,,,,,,
Jumpsuits,Design Details,Fur Details,Done,a,,DesignDetailsUW,fur,,,,,,,,,,,,,,,,DesignDetailsUW,fur,,,,,,
Jumpsuits,Design Details,Knot,Done,a,,DesignDetailsUW,knot,,,,,,,,,,,,,,,,DesignDetailsUW,knot,,,,,,
Jumpsuits,Design Details,Lace Details,Done,a,,DesignDetailsUW,lace,,,,,,,,,,,,,,,,DesignDetailsUW,lace,,,,,,
Jumpsuits,Design Details,Pompoms / Tassels,Done,a,,DesignDetailsUW,pompoms_tassels,,,,,,,,,,,,,,,,DesignDetailsUW,pompoms_tassels,,,,,,
Jumpsuits,Design Details,Ruched,Done,a,,DesignDetailsUW,ruched,,,,,,,,,,,,,,,,DesignDetailsUW,ruched,,,,,,
Jumpsuits,Design Details,Others,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jumpsuits,Closure,Button,Done,a,,ClosureType,button,,,,,,,,,,,,,,,,ClosureType,button,,,,,,
Jumpsuits,Closure,Zipper,Done,a,,ClosureType,zipper,,,,,,,,,,,,,,,,ClosureType,zipper,,,,,,
Jumpsuits,Closure,Others,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jumpsuits,Collar,Shirt,Done,a and b,,NecklineL1_Classifier,Collared,,CollarStyle,shirt,,,,,,,,,,,,,CollarStyle,shirt,,,,,,
Jumpsuits,Collar,Cape,Done,a and b,,NecklineL1_Classifier,Collared,,CollarStyle,cape,,,,,,,,,,,,,CollarStyle,cape,,,,,,
Jumpsuits,Collar,Cascade/Draped,Done,a and b,,NecklineL1_Classifier,Collared,,CollarStyle,cascade,,,,,,,,,,,,,CollarStyle,cascade,,,,,,
Jumpsuits,Collar,Mandarin/Stand,Done,a and b,,NecklineL1_Classifier,"Collared,High_Neck",,CollarStyle,"cossack,mandarin",,,,,,,,,,,,,CollarStyle,"cossack,mandarin",,,,,,
Jumpsuits,Collar,Peter Pan,Done,a and b,,NecklineL1_Classifier,Collared,,CollarStyle,"chelsea,peterpan",,,,,,,,,,,,,CollarStyle,"chelsea,peterpan",,,,,,
Jumpsuits,Collar,Revere,Done,a and b,,NecklineL1_Classifier,Collared,,CollarStyle,revere,,,,,,,,,,,,,CollarStyle,revere,,,,,,
Jumpsuits,Collar,Sailor,Done,a and b,,NecklineL1_Classifier,Collared,,CollarStyle,sailor,,,,,,,,,,,,,CollarStyle,sailor,,,,,,
Jumpsuits,Collar,Others,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jumpsuits,Gender,Women,Done,a,,Gender,women,,,,,,,,,,,,,,,,Gender,women,,,,,,
Jumpsuits,Gender,Men,Done,a,,Gender,men,,,,,,,,,,,,,,,,Gender,men,,,,,,
Rompers,Event,Small Event,,a,,MainEventUW,Small Event,,,,,,,,,,,,,,,,,,,,,,,
Rompers,Event,Business Casual,,a,,MainEventUW,Business Casual,,,,,,,,,,,,,,,,,,,,,,,
Rompers,Event,Weekend Casual,,a,,MainEventUW,Weekend Casual,,,,,,,,,,,,,,,,,,,,,,,
